Name;Manufacturer;Species;FireClass;NominalPressure;NominalWeight;WeightExtinguishingAgent;Volume;LengthStream;OutputTime
ОП-1;Меланти;Порошковый;АВСЕ;14;1.5;1;1.14;2;6
